Pairwise Difference,Rolling Sum,Rolling multiplication
0.27149280711434204,0.27149280711434204,0.27149280711434204
-0.08413313310313264,0.45885248112555144,0.050866803837331276
-0.050601578594111296,0.5956105765426496,0.006956447212748563
-0.10663170207549358,0.6257369698842541,0.00020957266499137167
0.1645235370703356,0.8203869002961942,4.079330465681533e-05
0.05119533049820624,1.0662321612063406,1.0028840626741854e-05
-0.023181190806405932,1.288896231310081,2.233062472372088e-06
0.030815756763939745,1.542376058177761,5.660362888815907e-07
-0.2546671137433269,1.5411887713021144,-6.720474569288861e-10
0.12545517324702,1.6654566576734877,-8.351391701380921e-11
0.2914619436671406,2.0811864877120017,-3.471922652600146e-11
-0.4562309622200389,2.040685355530477,1.4061679827698926e-12
0.05387473494843609,2.054058958297388,1.8805532025113277e-14
-0.20375188332429875,1.8636806777400003,-3.580164851907953e-15
0.5679381828581894,2.2412405800408024,-1.3517266917071315e-15
-0.34544719411451474,2.2733532882270895,-4.340760479840639e-17
0.09196129766154645,2.397427294074923,-5.3857554115979224e-18
0.024793638556300082,2.5462949384790567,-8.017647214613979e-19
0.07147477166146282,2.7666373545446534,-1.766627758429644e-19
-0.07738938461343861,2.909590385996811,-2.52544793515048e-20
-0.15612437277072144,2.8964190446782476,3.3263536736128654e-22
0.09907611750043914,2.982323820860123,2.857496678334726e-23
-0.019533841330146587,3.048694755711852,1.8965472587678597e-24
0.2054729126464146,3.3205386032099957,5.155647037855122e-25
-0.11286076904551615,3.4795216816626233,8.19660637493377e-26
0.2380967846849936,3.8766015448002444,3.2547073375516535e-26
-0.4487094427149805,3.824971965222885,-1.680391714851389e-27
0.4595793925417,4.232921778187225,-6.855154857804515e-28
-0.18251257210926586,4.4583590190423,-1.5454071967777115e-28
-0.3233826423473447,4.36041361755003,1.513655283574365e-29
0.3621025697360682,4.6245707857938285,3.9984289340626754e-30
-0.14800310832751137,4.740724845710115,4.644337539781306e-31
0.293354469851543,5.150233375477945,1.9018958376613824e-31
-0.3019902943288188,5.257751610916956,2.0448848445415148e-32
0.07918878988558176,5.444458636241548,3.817943664556884e-33
-0.3141700660924176,5.316995595473723,-4.8664670896467276e-34
0.29124010583425286,5.480772660540151,-7.970156971847028e-35
0.19574798854019176,5.840297714146772,-2.865471112556477e-35
0.0008055557265861935,6.200628323479978,-1.0325169520141751e-35
-0.29668697868945254,6.264271954123731,-6.571312752740426e-37
0.05137076618478206,6.379286350952267,-7.557955726281034e-38
-0.19031110379036156,6.303989643990441,5.690891775522382e-39
0.13995135557988767,6.3686442926085025,3.679426080698164e-40
0.08582563676075058,6.519124577987315,5.536810866537041e-41
0.19656215418114864,6.8661670175472755,1.9215083505051155e-41
-0.2672395092197063,6.94596994788753,1.5334199704357718e-42
0.16106278596201676,7.186835664189801,3.693482995712199e-43
0.16242055624350354,7.590121936735576,1.489530990051975e-43
-0.17830827013326164,7.815099939148089,3.3511170667342645e-44
-0.40498911846988594,7.635088823090716,-6.032383232217442e-45
0.25933435380447123,7.714412060837814,-4.7850816931079456e-46
0.11284246241862811,7.906577761003541,-9.19528573906289e-47
-0.03463565425103715,8.06410780691823,-1.448533784673266e-47
-0.16574687685708167,8.055890975975839,1.1902357223003797e-49
0.22842099544086344,8.27609514047431,2.620948627853895e-50
0.1484290439886544,8.644728348961435,9.661687019657107e-51
-0.3758476455209803,8.637513911927579,-6.970363264412769e-53
0.42102135281204134,9.051320827705766,-2.8843845243002205e-53
-0.4151294420406842,9.049998301443269,3.8146742845286515e-56
0.056030218672965204,9.104705993853736,2.086920274041141e-57
-0.07595346568471387,9.08346022057949,-4.433823498370592e-59
0.20694461980163223,9.269159067106875,-8.233559093534382e-60
0.01153346809260819,9.466391381726869,-1.6239239175782873e-60
-0.17324150943184372,9.490382186915019,-3.895924234699882e-62
0.45679369627944033,9.97116668838261,-1.8730999909356876e-62
-0.29771840902840035,10.1542327808218,-3.429010960884793e-63
0.27304562795799936,10.61034450121899,-1.5640120886299838e-63
